Date,Close,log_return,moving_volatility,frac_diff_signal
2020-01-03 00:00:00,294.64007568359375,-0.007600949901349988,1.1240386962890625,
2020-01-06 00:00:00,295.76416015625,0.0038078515114332596,0.9177737526041688,
2020-01-07 00:00:00,294.9324951171875,-0.00281588047324491,0.8725878130453152,
2020-01-08 00:00:00,296.50433349609375,0.0053153337891476945,0.8677294275873201,
2020-01-09 00:00:00,298.5149841308594,0.006758295833971814,1.3009540280331064,
2020-01-10 00:00:00,297.6558837890625,-0.0028820627866481784,1.3067596971759408,
2020-01-13 00:00:00,299.70281982421875,0.006853316221782491,1.6361511853588944,
2020-01-14 00:00:00,299.2459716796875,-0.0015255001416076468,1.719955839853657,
2020-01-15 00:00:00,299.9222412109375,0.0022573621359474622,1.8390665860856634,
2020-01-16 00:00:00,302.4172058105469,0.008284295112845027,2.274660495202963,
2020-01-17 00:00:00,303.3583984375,0.0031073994320463955,2.6595335896189836,
2020-01-21 00:00:00,302.7642822265625,-0.0019603833354574192,2.819039524557083,
2020-01-22 00:00:00,302.80078125,0.00012054534081652725,2.920269791743972,
2020-01-23 00:00:00,303.14825439453125,0.0011468726317820216,3.0105093840669888,
2020-01-24 00:00:00,300.4522399902344,-0.008933168074529109,2.930200263559398,
2020-01-27 00:00:00,295.6361999511719,-0.01615916200460384,2.970177381957771,
2020-01-28 00:00:00,298.7342224121094,0.01042464564296186,2.887575782667118,
2020-01-29 00:00:00,298.4874267578125,-0.0008264793102798124,2.8134679714192,
2020-01-30 00:00:00,299.4561462402344,0.003240173065464819,2.7438016835332766,
2020-01-31 00:00:00,294.0186462402344,-0.018324795683240903,2.922376844638865,
2020-02-03 00:00:00,296.202880859375,0.007401439934375432,2.826540350048177,
2020-02-04 00:00:00,300.71734619140625,0.015126146520213945,2.7493401307270107,
2020-02-05 00:00:00,304.18994140625,0.011481539184860265,2.765479351270796,
2020-02-06 00:00:00,305.2135314941406,0.0033593213560905283,2.9104341961821953,
2020-02-07 00:00:00,303.5868225097656,-0.0053439944474687135,2.9786551274326376,
2020-02-10 00:00:00,305.8531799316406,0.007437542203117275,3.1347379848906463,
2020-02-11 00:00:00,306.3832702636719,0.0017316527440462872,3.34910754129136,
2020-02-12 00:00:00,308.35723876953125,0.006422141574736544,3.6665591278844962,
2020-02-13 00:00:00,308.0281982421875,-0.0010676454661036616,3.900882072037622,
2020-02-14 00:00:00,308.521728515625,0.0016009421376247373,4.1530202175755875,
2020-02-18 00:00:00,307.7266845703125,-0.002580272401628325,4.31488779443253,
2020-02-19 00:00:00,309.197998046875,0.004769840817047997,4.554719071377612,
2020-02-20 00:00:00,307.92767333984375,-0.004116913491547274,4.6878709742686,
2020-02-21 00:00:00,304.7565612792969,-0.010351630410427828,4.701919884785291,
2020-02-24 00:00:00,294.6492004394531,-0.033727800482336166,5.028532948957603,
2020-02-25 00:00:00,285.7207336425781,-0.03077061970484208,6.094338969375567,
2020-02-26 00:00:00,284.6697998046875,-0.003684966581602196,7.188429885897287,
2020-02-27 00:00:00,271.88470458984375,-0.045951815150543356,9.684589016188973,
2020-02-28 00:00:00,270.7424621582031,-0.0042100513530435035,11.641708799004498,
2020-03-02 00:00:00,282.4673156738281,0.04239480226734509,12.146036791878236,
2020-03-03 00:00:00,274.3796081542969,-0.02905026837951372,13.221646226193606,
2020-03-04 00:00:00,285.9126281738281,0.041173689466982716,13.419676992079356,
2020-03-05 00:00:00,276.4084167480469,-0.033806725489313814,13.97886040240883,
2020-03-06 00:00:00,271.8390197753906,-0.01666949073239199,14.650190546509736,
2020-03-09 00:00:00,250.60989379882812,-0.08131252990417695,17.15345971940942,
2020-03-10 00:00:00,263.5777893066406,0.050451017873957546,17.76241429286061,
2020-03-11 00:00:00,250.72872924804688,-0.04997694527718785,19.08269455479573,
2020-03-12 00:00:00,226.73971557617188,-0.10056886253816022,22.300665446237996,
2020-03-13 00:00:00,246.1228485107422,0.08202806328808813,22.74065416564048,
2020-03-16 00:00:00,219.191162109375,-0.11588656005464254,25.100725455948236,
2020-03-17 00:00:00,231.02574157714844,0.05258490429529984,25.550308073947015,
2020-03-18 00:00:00,219.3282470703125,-0.05195968697294937,26.230265314245973,
2020-03-19 00:00:00,219.79432678222656,0.0021227780792283397,26.20837911148031,
2020-03-20 00:00:00,210.3224639892578,-0.04405033503542377,26.499892833956704,
2020-03-23 00:00:00,204.9448699951172,-0.025900879665086005,27.294656494248716,
2020-03-24 00:00:00,223.51353454589844,0.08673095335443841,26.852138926372422,
2020-03-25 00:00:00,226.859619140625,0.014859438827032919,25.97672758371316,
2020-03-26 00:00:00,240.10594177246094,0.05674884169549486,25.328197224265754,
2020-03-27 00:00:00,232.95416259765625,-0.030238542831266032,24.719455939186183,
2020-03-30 00:00:00,240.51956176757812,0.03195971698528426,22.987190814503847,
2020-03-31 00:00:00,236.93447875976562,-0.01501778216549041,21.657866726761192,
2020-04-01 00:00:00,226.2712860107422,-0.04604898201345055,18.906778923827343,
2020-04-02 00:00:00,231.49261474609375,0.022813311302627738,16.471205834961687,
2020-04-03 00:00:00,228.14651489257812,-0.01455993952513281,13.96765199452529,
2020-04-06 00:00:00,243.4702606201172,0.06500677033932463,13.558896480793933,
2020-04-07 00:00:00,243.71844482421875,0.0010188422793749644,11.750870754766709,
2020-04-08 00:00:00,251.8997039794922,0.03301736384074098,11.855909342308381,
2020-04-09 00:00:00,255.7329559326172,0.015102750934244182,13.059571612748819,
2020-04-13 00:00:00,253.3981170654297,-0.00917192196282199,13.550632455412297,
2020-04-14 00:00:00,260.8714599609375,0.029065958259847775,14.588681322623783,
2020-04-15 00:00:00,255.32855224609375,-0.021476639425840934,15.280628622276092,
2020-04-16 00:00:00,256.5603332519531,0.0048126982956829085,15.490333234948782,
2020-04-17 00:00:00,263.49139404296875,0.0266568529614737,15.963848335807834,
2020-04-20 00:00:00,258.84918212890625,-0.017775123560010563,15.031662484165935,
2020-04-21 00:00:00,250.98965454101562,-0.030833862395288392,12.536895598075526,
2020-04-22 00:00:00,256.5603332519531,0.021952132993825365,11.881238044791367,
2020-04-23 00:00:00,256.5418701171875,-7.196669455852751e-05,11.27242640693548,
2020-04-24 00:00:00,260.1177062988281,0.013842357490727075,11.4852001002606,
2020-04-27 00:00:00,263.86822509765625,0.014315586069171955,11.410386195135928,
